title,description,department,year
18.100B Real Analysis,"18.100B Real Analysis(,)(Subject meets with18.1002)Prereq:Calculus II (GIR)Units: 3-0-9Credit cannot also be received for18.1001,18.1002,18.100A,18.100P,18.100QLecture:TR9.30-11(2-190)+finalCovers fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Shows the utility of abstract concepts and teaches understanding and construction of proofs. More demanding than 18.100A, for students with more mathematical maturity. Places more emphasis on point-set topology and n-space.Fall:L. GuthSpring:T. ColdingTextbooks (Spring 2025)",Mathematics,2024
18.100P Real Analysis,"18.100P Real Analysis()Prereq:Calculus II (GIR)Units: 4-0-11Credit cannot also be received for18.1001,18.1002,18.100A,18.100B,18.100QLecture:MW9.30-11 (LIMITED 30)(2-131)Recitation:F11(2-146) orF1(2-151)Covers fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Shows the utility of abstract concepts and teaches understanding and construction of proofs. Proofs and definitions are less abstract than in 18.100B. Gives applications where possible. Concerned primarily with the real line. Includes instruction and practice in written communication. Enrollment limited.R. MaguireNo required or recommended textbooks",Mathematics,2024
18.100Q Real Analysis,"18.101 Analysis and Manifolds()(Subject meets with18.1011)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Introduction to the theory of manifolds: vector fields and densities on manifolds, integral calculus in the manifold setting and the manifold version of the divergence theorem. 18.901 helpful but not required.R. Jiang",Mathematics,2024
18.101 Analysis and Manifolds,"18.1011 Analysis and Manifolds()(Subject meets with18.101)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Introduction to the theory of manifolds: vector fields and densities on manifolds, integral calculus in the manifold setting and the manifold version of the divergence theorem. 18.9011 helpful but not required. Students in Course 18 must register for the undergraduate version, 18.101.Staff",Mathematics,2024
18.1011 Analysis and Manifolds,"18.102 Introduction to Functional Analysis()(Subject meets with18.1021)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Lecture:MW9.30-11(4-237)+finalNormed spaces, completeness, functionals, Hahn-Banach theorem, duality, operators. Lebesgue measure, measurable functions, integrability, completeness of L-p spaces. Hilbert space. Compact, Hilbert-Schmidt and trace class operators. Spectral theorem.C. KehleTextbooks (Spring 2025)",Mathematics,2024
18.102 Introduction to Functional Analysis,"18.1021 Introduction to Functional Analysis()(Subject meets with18.102)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Lecture:MW9.30-11(4-237)+finalNormed spaces, completeness, functionals, Hahn-Banach theorem, duality, operators. Lebesgue measure, measurable functions, integrability, completeness of L-p spaces. Hilbert space. Compact, Hilbert-Schmidt and trace class operators. Spectral theorem. Students in Course 18 must register for the undergraduate version, 18.102.StaffNo textbook information available",Mathematics,2024
18.1021 Introduction to Functional Analysis,"18.103 Fourier Analysis: Theory and Applications()(Subject meets with18.1031)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Roughly half the subject devoted to the theory of the Lebesgue integral with applications to probability, and half to Fourier series and Fourier integrals.Staff",Mathematics,2024
18.103 Fourier Analysis: Theory and Applications,"18.1031 Fourier Analysis: Theory and Applications()(Subject meets with18.103)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Roughly half the subject devoted to the theory of the Lebesgue integral with applications to probability, and half to Fourier series and Fourier integrals. Students in Course 18 must register for the undergraduate version, 18.103.Staff",Mathematics,2024
18.1031 Fourier Analysis: Theory and Applications,"18.104 Seminar in Analysis(,)Prereq:18.100A,18.100B,18.100P, or18.100QUnits: 3-0-9Lecture:MW11-12.30(2-151)Students present and discuss material from books or journals. Topics vary from year to year. Instruction and practice in written and oral communication provided. Enrollment limited.Fall:L. AlonSpring:T. Ozuch-MeerssemanNo required or recommended textbooks",Mathematics,2024
18.104 Seminar in Analysis,"18.112 Functions of a Complex Variable()(Subject meets with18.1121)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Studies the basic properties of analytic functions of one complex variable. Conformal mappings and the Poincare model of non-Euclidean geometry. Cauchy-Goursat theorem and Cauchy integral formula. Taylor and Laurent decompositions. Singularities, residues and computation of integrals. Harmonic functions and Dirichlet's problem for the Laplace equation. The partial fractions decomposition. Infinite series and infinite product expansions. The Gamma function. The Riemann mapping theorem. Elliptic functions.J. Shi",Mathematics,2024
18.112 Functions of a Complex Variable,"18.1121 Functions of a Complex Variable()(Subject meets with18.112)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Studies the basic properties of analytic functions of one complex variable. Conformal mappings and the Poincare model of non-Euclidean geometry. Cauchy-Goursat theorem and Cauchy integral formula. Taylor and Laurent decompositions. Singularities, residues and computation of integrals. Harmonic functions and Dirichlet's problem for the Laplace equation. The partial fractions decomposition. Infinite series and infinite product expansions. The Gamma function. The Riemann mapping theorem. Elliptic functions. Students in Course 18 must register for the undergraduate version, 18.112.Staff",Mathematics,2024
18.1121 Functions of a Complex Variable,"18.116 Riemann Surfaces()Prereq:18.112Units: 3-0-9Riemann surfaces, uniformization, Riemann-Roch Theorem. Theory of elliptic functions and modular forms. Some applications, such as to number theory.Staff",Mathematics,2024
18.116 Riemann Surfaces,"18.117 Topics in Several Complex Variables()Prereq:18.112and18.965Units: 3-0-9Harmonic theory on complex manifolds, Hodge decomposition theorem, Hard Lefschetz theorem. Vanishing theorems. Theory of Stein manifolds. As time permits students also study holomorphic vector bundles on Kahler manifolds.Staff",Mathematics,2024
18.117 Topics in Several Complex Variables,18.118 Topics in Analysis()Prereq: Permission of instructorUnits: 3-0-9Topics vary from year to year.Staff,Mathematics,2024
18.118 Topics in Analysis,"18.125 Measure Theory and Analysis()Prereq:18.100A,18.100B,18.100P, or18.100QUnits: 3-0-9Provides a rigorous introduction to Lebesgue's theory of measure and integration. Covers material that is essential in analysis, probability theory, and differential geometry.Staff",Mathematics,2024
18.125 Measure Theory and Analysis,18.137 Topics in Geometric Partial Differential Equations()Prereq: Permission of instructorUnits: 3-0-9Topics vary from year to year.T. Colding,Mathematics,2024
18.137 Topics in Geometric Partial Differential Equations,"18.152 Introduction to Partial Differential Equations()(Subject meets with18.1521)Prereq: (18.06,18.700, or18.701) and (18.100A,18.100B,18.100P, or18.100Q)Units: 3-0-9Introduces three main types of partial differential equations: diffusion, elliptic, and hyperbolic. Includes mathematical tools, real-world examples and applications, such as the Black-Scholes equation, the European options problem, water waves, scalar conservation laws, first order equations and traffic problems.F. Hernandez",Mathematics,2024
