title,description,department,year
"7.77 Nucleic Acids, Structure, Function, Evolution, and Their Interactions with Proteins","7.85 The Hallmarks of Cancer()(Subject meets with7.45)Prereq: None.Coreq:7.06; permission of instructorUnits: 4-0-8Provides a comprehensive introduction to the fundamentals of cancer biology and cancer treatment. Topics include cancer genetics, genomics, and epigenetics; familial cancer syndromes; signal transduction, cell cycle control, and apoptosis; cancer metabolism; stem cells and cancer; metastasis; cancer immunology and immunotherapy; conventional and molecularly-targeted therapies; and early detection and prevention. Students taking graduate version complete additional assignments.M. Hemann, T. Jacks",Biology,2024
7.80 Fundamentals of Chemical Biology,"7.86 Building with Cells()(Subject meets with7.46)Prereq:7.03and7.05Units: 4-0-8Focuses on fundamental principles of developmental biology by which cells build organs and organisms. Analyzes the pivotal role of stem cells in tissue maintenance or repair, and in treatment of disease. Explores how to integrate this knowledge with engineering tools to construct functional tissue structures. Students taking graduate version complete additional assignments.L. Boyer, P. Li",Biology,2024
7.81[J] Systems Biology,"7.88[J] Protein Folding in Health and Disease(); first half of term(Same subject as5.48[J])Prereq: (5.07or7.05) and permission of instructorUnits: 3-0-3Focuses on understanding the chemical and biological mechanisms of protein folding, misfolding, aggregation, and quality control. Topics covered include: molecular mechanisms of protein folding; experimental and computational strategies to study protein folding; how cells fold and quality control proteins; protein misfolding and aggregation; proteostasis and human disease; strategies to address protein folding failures in disease; and protein folding in biotechnology development. Provides state-of-the-art understanding of the field, fosters ability to critically assess and use the literature, and empowers students to study and address protein folding issues in their research and beyond.M. Shoulders",Biology,2024
"7.82 Development, Disease and Therapeutics","7.89[J] Topics in Computational and Systems Biology()(Same subject asCSB.100[J])Prereq: Permission of instructorUnits: 2-0-10Seminar based on research literature. Papers covered are selected to illustrate important problems and varied approaches in the field of computational and systems biology, and to provide students a framework from which to evaluate new developments. Preference to first-year CSB PhD students.C. Burge",Biology,2024
7.83 Design Principles of Biological Systems,"7.91 The CRISPR Revolution:  Engineering the Genome for Basic Science and Clinical Medicine()(Subject meets with7.36)Prereq: Permission of instructorUnits: 3-0-9Provides a conceptual and technical understanding of genome editing systems and their research and clinical applications. Focuses on fundamental CRISPR biology in bacteria, methodologies for manipulating the genome with CRISPR, and the application of genome engineering in research and medicine. Combines lectures and literature discussions with critical analysis and assigned readings, with the goal of better understanding how key discoveries were made and how these are applied in the real work. Class work includes brief writing assignments as well as a final research proposal and scientific presentation. Students taking the graduate version explore the subject in greater depth, in part through additional assignments.F. Sánchez-Rivera, J. Weissman",Biology,2024
7.84 Advanced Concepts in Immunology,"7.930[J] Research Experience in Biopharma()(Same subject as20.930[J],CSB.930[J])Prereq: NoneUnits: 2-10-0Provides exposure to industrial science and develops skills necessary for success in such an environment. Under the guidance of an industrial mentor, students participate in on-site research at a local biopharmaceutical company where they observe and participate in industrial science. Serves as a real-time case study to internalize the factors that shape R&D in industry, including the purpose and scope of a project, key decision points in the past and future, and strategies for execution. Students utilize company resources and work with a scientific team to contribute to the goals of their assigned project; they then present project results to the company and class, emphasizing the logic that dictated their work and their ideas for future directions. Lecture component focuses on professional development.Burge, Engelward, Meyer",Biology,2024
7.85 The Hallmarks of Cancer,"7.931 Independent Study in Biology(,)Prereq: Permission of instructorUnits arranged [P/D/F]TBA.Program of study or research to be arranged with a department faculty member.Fall:StaffSpring:StaffNo textbook information available",Biology,2024
7.86 Building with Cells,"7.933 Research Rotations in Biology(,)Prereq: Permission of instructorUnits arranged [P/D/F]TBA.Introduces students to faculty participating in the Biology graduate program through a series of lab rotations, which provide broad exposure to biology research at MIT. Students select a lab for thesis research by the end of their first year. Limited to students in the Biology graduate program.Fall:StaffSpring:StaffNo textbook information available",Biology,2024
7.88[J] Protein Folding in Health and Disease,"7.934 Teaching Experience in Biology(,,)Prereq: Permission of instructorUnits arranged [P/D/F]TBA.For qualified graduate students in the Biology graduate program interested in teaching. Classroom or laboratory teaching under the supervision of a faculty member.Fall:StaffIAP:StaffSpring:StaffNo textbook information available",Biology,2024
7.89[J] Topics in Computational and Systems Biology,"7.935 Responsible Conduct in Biology()Prereq: Permission of instructorUnits arranged [P/D/F]Subject CancelledSessions focus on the responsible conduct of science. Considers recordkeeping and reporting; roles of mentor and mentee; authorship, review, and confidentiality; resolving conflicts; misfeasance and malfeasance; collaborations, competing interests, and intellectual property; and proper practices in the use of animal and human subjects. Limited to second-year graduate students in Biology.Fall:E. WalshIAP:S. Hrvatin, Y. YamashitaNo textbook information available",Biology,2024
7.91 The CRISPR Revolution:  Engineering the Genome for Basic Science and Clinical Medicine,"7.936 Professional Development in Biology(,,,)Prereq: NoneUnits: 0-2-0 [P/D/F]TBA.Required for course 7 doctoral students to gain professional perspective in career development activities such as internships, scientific meetings, and career and networking events. Written report required upon completion of activities.Fall:StaffIAP:StaffSpring:StaffSummer:StaffNo textbook information available",Biology,2024
7.930[J] Research Experience in Biopharma,"7.941 Research Problems(,)Prereq: Permission of instructorUnits arranged [P/D/F]Directed research in a field of biological science, but not contributory to graduate thesis.Fall:Consult Biology Education OfficeSummer:Consult Biology Education Office",Biology,2024
7.931 Independent Study in Biology,"7.95 Cancer Biology()Prereq:7.85and permission of instructorUnits: 3-0-9Lecture:R EVE (4-6 PM)(Whitehead-7TH)Advanced seminar involving intensive analysis of historical and current developments in cancer biology. Topics address principles of apoptosis, principles of cancer biology, cancer genetics, cancer cell metabolism, tumor immunology, and therapy. Detailed analysis of research literature, including important reports published in recent years. Enrollment limited.R. Weinberg, O. YilmazTextbooks (Spring 2025)",Biology,2024
7.932 Independent Study in Biology,"7.98[J] Neural Plasticity in Learning and Memory()Not offered regularly; consult department(Same subject as9.301[J])Prereq: Permission of instructorUnits: 3-0-9Examination of the role of neural plasticity during learning and memory of invertebrates and mammals. Detailed critical analysis of the current literature of molecular, cellular, genetic, electrophysiological, and behavioral studies. Student-directed presentations and discussions of original papers supplemented by introductory lectures. Juniors and seniors require instructor's permission.Staff",Biology,2024
